time,latitude,longitude,depth,mag,magType,nst,gap,rms,net,id,place,horizontalError,magNst
2020-07-20T09:09:13.750Z,38.0473333,-118.7353333,4.19,1.66,md,26,91,0.07,nc,nc73428566,"30km SE of Bodie, CA",0.43,24
2020-07-20T09:08:29.390Z,38.802166,-122.7808304,3.51,0.77,md,19,64,0.02,nc,nc73428561,"4km NW of The Geysers, CA",0.28,3
2020-07-20T09:07:33.271Z,-15.2422,-174.5475,34.98,4.9,mb,,120,1.08,us,us7000arhi,"112 km NW of Hihifo, Tonga",11.7,238
2020-07-20T09:06:48.000Z,38.1175,-118.087,6.4,1.3,ml,16,148.07,0.14,nn,nn00761587,"30 km S of Mina, Nevada",,
2020-07-20T09:03:20.489Z,66.2913,-157.2073,1.2,1.3,ml,,,0.47,ak,ak0209a7xoxh,"66 km S of Shungnak, Alaska",,
2020-07-20T08:58:42.120Z,38.6071667,-112.5808333,0.82,0.57,md,6,181,0.13,uu,uu60402677,"24 km SSW of Kanosh, Utah",2.39,3
2020-07-20T08:51:16.204Z,44.3675,-115.1395,10,2.5,ml,,61,0.97,us,us7000arha,"23 km NW of Stanley, Idaho",2,50
2020-07-20T08:47:39.735Z,39.3519,-117.3848,8,1.3,ml,17,113.98,0.1838,nn,nn00761585,"31 km WSW of Austin, Nevada",,5
2020-07-20T08:45:50.370Z,33.6640015,-116.768837,15.04,1.27,ml,17,120,0.09,ci,ci38598898,"10km SSW of Idyllwild, CA",0.52,5
2020-07-20T08:45:17.930Z,19.33383333,-155.1928333,5.68,2.47,ml,53,82,0.11,hv,hv72052107,"12 km SSE of Volcano, Hawaii",0.26,30
2020-07-20T08:45:16.200Z,19.45999908,-155.3580017,8.949999809,2.32,ml,18,118,0.389999986,hv,hv72052112,"13 km W of Volcano, Hawaii",1.17,23
2020-07-20T08:41:34.434Z,38.7615,-119.6271,10.7,1.8,ml,24,63.01,0.1495,nn,nn00761581,California-Nevada border region,,6
2020-07-20T08:40:24.500Z,35.6515,-117.5383333,1.71,0.77,ml,11,141,0.18,ci,ci38598890,"13km ENE of Ridgecrest, CA",0.47,10
2020-07-20T08:39:09.640Z,19.40749931,-155.2926636,1.5,2.3900001,md,18,77,0.180000007,hv,hv72052097,"7 km WSW of Volcano, Hawaii",0.26,13
2020-07-20T08:28:13.420Z,34.0548333,-117.2346667,13.74,0.87,ml,32,69,0.18,ci,ci38598874,"3km ENE of Loma Linda, CA",0.27,28
2020-07-20T08:25:24.990Z,38.1258,-118.1515,0.9,0.9,ml,13,185.42,0.06,nn,nn00761578,"29 km S of Mina, Nevada",,
2020-07-20T08:25:06.210Z,37.2771667,-121.6551667,1.7,0.93,md,12,98,0.08,nc,nc73428551,"16km E of Seven Trees, CA",0.41,11
2020-07-20T08:24:42.520Z,38.157,-117.9697,9.9,0.9,ml,10,122.1,0.03,nn,nn00761576,"28 km SSE of Mina, Nevada",,
2020-07-20T08:21:57.954Z,38.1013,-118.3241,6.4,2.4,ml,31,63.04,0.1677,nn,nn00761572,"34 km NNE of Benton, California",,18
2020-07-20T08:17:57.110Z,37.638,-119.0525,0.04,0.35,md,9,110,0.02,nc,nc73428541,"6km W of Mammoth Lakes, CA",0.25,8
2020-07-20T08:03:51.397Z,36.2621,69.5277,177.89,4.1,mb,,64,0.75,us,us7000argx,"41 km ENE of NahrÃ„Â«n, Afghanistan",6,14
2020-07-20T07:54:30.730Z,36.507,-89.5503333,5.91,2.12,md,32,39,0.07,nm,nm60321711,southeastern Missouri,0.13,25
2020-07-20T07:50:00.900Z,34.4543333,-119.3058333,3.29,1.73,ml,34,53,0.34,ci,ci38598866,"6km W of Ojai, CA",0.45,28
2020-07-20T07:40:11.860Z,34.0383333,-117.1183333,9.05,0.99,ml,37,65,0.17,ci,ci38598858,"4km SSE of Mentone, CA",0.21,29
2020-07-20T07:37:19.410Z,35.6493333,-117.5368333,10.03,0.99,ml,12,141,0.18,ci,ci38598850,"13km ENE of Ridgecrest, CA",0.52,12
2020-07-20T07:35:21.940Z,38.8416667,-122.839,1.87,0.01,md,19,89,0.02,nc,nc73428536,"10km NW of The Geysers, CA",0.22,3
2020-07-20T07:34:59.600Z,38.1505,-118.0177,0,1,ml,13,143.51,0.09,nn,nn00761570,California-Nevada border region,,
2020-07-20T07:29:42.029Z,62.4571,-152.1457,16.5,1.5,ml,,,0.78,ak,ak0209a6wfzu,Central Alaska,,
2020-07-20T07:27:42.720Z,33.2158333,-116.7438333,11.04,0.19,ml,14,78,0.23,ci,ci38598834,"3km SSE of Lake Henshaw, CA",0.52,4
2020-07-20T07:26:40.920Z,36.37966667,-96.93933333,6.13,0.56,ml,39,83,0.2,ok,ok2020oduv,"11 km NE of Morrison, Oklahoma",,11
2020-07-20T07:23:54.590Z,38.1762,-117.9192,3.7,1,ml,14,92.52,0.12,nn,nn00761568,"28 km SE of Mina, Nevada",,
2020-07-20T07:23:49.150Z,38.8233337,-122.8461685,2.1,0.57,md,9,160,0.02,nc,nc73428531,"9km WNW of The Geysers, CA",0.45,1
2020-07-20T07:08:49.907Z,60.7876,-151.4422,68.8,3.8,ml,,,0.96,ak,ak0209a6ryje,"Kenai Peninsula, Alaska",,
2020-07-20T07:06:25.040Z,19.41500092,-155.2746735,1.070000052,2.03999996,md,20,43,0.07,hv,hv72051932,"5 km SW of Volcano, Hawaii",0.16,19
2020-07-20T07:06:19.650Z,35.9803333,-117.9118333,1.03,0.57,ml,9,146,0.15,ci,ci38598826,"5km N of Little Lake, CA",0.4,5
2020-07-20T07:06:06.405Z,66.2961,-157.2279,0,1.3,ml,,,0.55,ak,ak0209a6rfs0,"66 km S of Shungnak, Alaska",,
2020-07-20T06:58:03.790Z,38.164,-117.9963,0,1,ml,10,106.14,0.05,nn,nn00761566,"26 km SSE of Mina, Nevada",,
2020-07-20T06:57:31.810Z,61.4174,-152.2333,0,1.2,ml,,,0.71,ak,ak0209a6gzne,"68 km WNW of Beluga, Alaska",,
2020-07-20T06:51:17.240Z,38.2315,-117.7225,2.8,1.2,ml,17,122.46,0.13,nn,nn00761563,"38 km ESE of Mina, Nevada",,
2020-07-20T06:45:52.400Z,38.2175,-117.7733,0.2,1.5,ml,20,68.79,0.1,nn,nn00761559,"35 km ESE of Mina, Nevada",,
2020-07-20T06:40:18.650Z,38.1973,-117.8753,8.3,0.7,ml,9,125.97,0.03,nn,nn00761558,"29 km SE of Mina, Nevada",,
2020-07-20T06:36:58.700Z,53.865,-166.745,8.18,0.52,ml,6,97,0.12,av,av62201081,"13 km WSW of Dutch Harbor, Alaska",0.33,7
2020-07-20T06:35:56.600Z,40.5688333,-121.6058333,1.46,0.85,md,9,117,0.05,nc,nc73428526,"8km NE of Viola, CA",1.12,9
2020-07-20T06:35:52.460Z,19.21699905,-155.4081726,32.72999954,2.35,ml,51,145,0.119999997,hv,hv72051872,"7 km ENE of PÃ„Âhala, Hawaii",0.49,24
2020-07-20T06:33:37.240Z,44.499,-115.2265,11.69,2.53,ml,12,82,0.24,mb,mb80451269,"38 km NW of Stanley, Idaho",0.63,17
2020-07-20T06:31:54.530Z,53.86,-166.7453333,7.6,1.33,ml,8,96,0.11,av,av62201076,"13 km WSW of Dutch Harbor, Alaska",0.31,6
2020-07-20T06:28:21.460Z,35.987,-120.546,4.32,-0.12,md,11,90,0.04,nc,nc73428516,"14km NW of Parkfield, CA",0.35,2
2020-07-20T06:23:35.930Z,36.5728333,-89.3796667,8.91,1.99,md,28,89,0.12,nm,nm60110223,"13 km E of New Madrid, Missouri",0.76,22
2020-07-20T06:21:16.260Z,36.365,-97.38266667,5.59,1.15,ml,43,97,0.27,ok,ok2020odsr,"11 km NNE of Lucien, Oklahoma",,6
2020-07-20T06:20:10.050Z,38.134,-117.8888,10.5,1,ml,17,91.62,0.11,nn,nn00761554,"34 km SE of Mina, Nevada",,
2020-07-20T06:08:53.760Z,38.1843,-117.8905,8,0.6,ml,10,111.67,0.06,nn,nn00761552,"29 km SE of Mina, Nevada",,
2020-07-20T06:07:10.949Z,36.35866667,-97.36466667,7.3,1.02,ml,50,64,0.25,ok,ok2020odsf,"10 km NW of Perry, Oklahoma",,18
2020-07-20T06:00:40.270Z,-4.7805,134.14,21.58,4.8,mww,,81,0.8,us,us7000arg9,"180 km ENE of Tual, Indonesia",8.2,11
2020-07-20T05:59:57.770Z,38.1647,-117.8332,11.4,0.6,ml,9,99.62,0.28,nn,nn00761551,"34 km SE of Mina, Nevada",,
2020-07-20T05:57:23.190Z,19.33416748,-155.1301727,5.099999905,1.84,ml,31,125,0.150000006,hv,hv72051802,"14 km S of Fern Forest, Hawaii",0.46,3
2020-07-20T05:46:28.983Z,64.0198,-22.3016,10,4.2,mb,,145,0.8,us,us7000arxc,Iceland,6.6,9
2020-07-20T05:41:44.700Z,33.8663333,-116.811,12.25,0.68,ml,15,105,0.32,ci,ci38598818,"6km SSW of Cabazon, CA",0.97,12
2020-07-20T05:41:37.260Z,38.1798,-117.954,3.8,0.8,ml,12,115.63,0.07,nn,nn00761548,"27 km SSE of Mina, Nevada",,
2020-07-20T05:38:33.230Z,38.0778,-118.1965,6.6,1.4,ml,15,71.83,0.15,nn,nn00761545,"35 km SSW of Mina, Nevada",,
2020-07-20T05:33:39.190Z,33.8766667,-116.1975,9.67,0.82,ml,12,94,0.14,ci,ci38598810,"17km N of Indio, CA",0.37,8
2020-07-20T05:32:48.740Z,17.9405,-66.9321,11,3.04,md,23,205,0.15,pr,pr2020202002,Puerto Rico region,0.61,20
2020-07-20T05:30:45.400Z,38.1815,-117.8303,14,1.2,ml,16,77.23,0.09,nn,nn00761543,"33 km SE of Mina, Nevada",,
2020-07-20T05:25:06.592Z,24.3214,125.2,23.11,4.9,mww,,94,1.04,us,us7000arg5,"54 km S of Hirara, Japan",7.4,10
2020-07-20T05:15:48.680Z,52.072,-176.1283333,4.93,0.2,ml,6,118,0.17,av,av62201041,"41 km ENE of Adak, Alaska",0.74,7
2020-07-20T05:11:15.310Z,52.0898333,-176.1296667,5.41,-0.03,ml,6,171,0.2,av,av62201036,"42 km NE of Adak, Alaska",0.83,6
2020-07-20T05:10:01.810Z,40.3773333,-125.1793333,25.58,2.94,ml,22,296,0.27,nc,nc73428511,"76km W of Petrolia, CA",2.78,9
2020-07-20T05:08:06.800Z,19.23883247,-155.3933258,32.83000183,2,md,33,157,0.140000001,hv,hv72051757,"9 km ENE of PÃ„Âhala, Hawaii",0.66,17
2020-07-20T05:07:35.020Z,35.6416667,-117.4098333,10.56,1.03,ml,13,160,0.18,ci,ci38598794,"14km SSW of Trona, CA",0.73,11
2020-07-20T05:05:35.570Z,33.5888333,-116.8045,6.88,0.57,ml,18,76,0.14,ci,ci38598786,"13km WNW of Anza, CA",0.36,11
2020-07-20T05:01:43.155Z,29.3999,68.7982,10,4,mb,,219,0.41,us,us7000arfw,"53 km NW of Dera Bugti, Pakistan",14.4,6
2020-07-20T04:58:11.940Z,38.1427,-117.8757,9.8,0.8,ml,13,86.19,0.24,nn,nn00761539,"34 km SE of Mina, Nevada",,
2020-07-20T04:58:01.970Z,33.1861667,-116.3061667,9.44,1.1,ml,43,32,0.22,ci,ci38598770,"10km SE of Borrego Springs, CA",0.28,27
2020-07-20T04:55:44.960Z,33.4903333,-116.7951667,5.31,1.78,ml,69,31,0.23,ci,ci38598762,"8km NE of Aguanga, CA",0.2,26
2020-07-20T04:55:30.182Z,61.702,-151.2717,76.7,1.6,ml,,,0.35,ak,ak0209a59ovw,"32 km SSE of Skwentna, Alaska",,
2020-07-20T04:52:21.730Z,64.5137,-147.8893,17.7,1.2,ml,,,0.21,ak,ak0209a59131,"33 km S of South Van Horn, Alaska",,
2020-07-20T04:52:20.270Z,39.3993333,-110.2681667,-3.4,1.52,ml,13,211,0.25,uu,uu60402672,"19 km SSE of Sunnyside, Utah",1.69,3
2020-07-20T04:47:24.870Z,17.9361,-67.0011,3,1.14,md,3,337,0.06,pr,pr2020202003,"6 km SE of La Parguera, Puerto Rico",1.13,3
2020-07-20T04:29:14.424Z,59.6564,-153.0939,107.6,1.6,ml,,,0.48,ak,ak0209a5431y,"58 km ESE of Pedro Bay, Alaska",,
2020-07-20T04:26:28.270Z,19.23033333,-155.4103394,30.35000038,1.97000003,md,26,152,0.289999992,hv,hv72051687,"7 km ENE of PÃ„Âhala, Hawaii",1.15,8
2020-07-20T04:26:14.788Z,14.7635,55.6534,10,4.7,mb,,98,0.83,us,us7000arfq,Owen Fracture Zone region,11.6,56
2020-07-20T04:24:10.270Z,38.1598,-117.8685,7.3,1.6,ml,20,60.3,0.12,nn,nn00761535,"33 km SE of Mina, Nevada",,
2020-07-20T04:16:24.832Z,-17.4447,-174.8872,256.19,4.3,mb,,147,0.98,us,us7000arfn,Tonga,12.2,40
2020-07-20T04:14:38.610Z,38.7726669,-122.7154999,1.24,1.11,md,14,159,0.05,nc,nc73428501,"2km W of Anderson Springs, CA",0.54,4
2020-07-20T04:08:43.880Z,38.1658,-117.995,0,0.9,ml,9,116.71,0.12,nn,nn00761533,"26 km SSE of Mina, Nevada",,
2020-07-20T04:07:15.618Z,38.1402,-117.9928,7.6,2.2,ml,26,60.92,0.0985,nn,nn00761529,"29 km SSE of Mina, Nevada",,13
2020-07-20T04:06:37.560Z,36.4835,-121.0206667,5.52,1.08,md,12,101,0.08,nc,nc73428491,"12km ESE of Pinnacles, CA",0.35,11
2020-07-20T04:02:00.930Z,38.15,-118.0877,4.2,1.5,ml,14,113.37,0.08,nn,nn00761527,"26 km S of Mina, Nevada",,
2020-07-20T03:52:37.340Z,38.7896667,-122.7663333,1.28,1.61,md,4,153,0.01,nc,nc73428486,"2km NNW of The Geysers, CA",0.41,1
2020-07-20T03:49:44.420Z,39.576,-119.0956,7.5,1.4,ml,11,115.08,0.1148,nn,nn00761523,"13 km ESE of Fernley, Nevada",,8
2020-07-20T03:48:47.109Z,66.2425,-157.0217,6.5,1.1,ml,,,0.44,ak,ak0209a4mskm,"66 km NNW of Huslia, Alaska",,
2020-07-20T03:48:41.170Z,38.2335,-117.7247,9,1,ml,10,152.76,0.01,nn,nn00761522,"37 km ESE of Mina, Nevada",,
2020-07-20T03:45:51.810Z,19.47116661,-155.5896606,-1.690000057,1.7,ml,14,102,0.200000003,hv,hv72051612,"28 km E of Honaunau-Napoopoo, Hawaii",0.48,4
2020-07-20T03:43:40.474Z,38.1438,-117.8882,8,2,ml,26,56.9,0.1155,nn,nn00761519,"33 km SE of Mina, Nevada",,13
2020-07-20T03:43:06.860Z,61.3371,-150.0773,20.1,2.4,ml,,,0.79,ak,ak0209a4lmxd,"5 km WSW of Point MacKenzie, Alaska",,
2020-07-20T03:40:33.750Z,35.7696667,-117.5765,9.7,0.85,ml,9,184,0.13,ci,ci38598746,"16km W of Searles Valley, CA",0.76,9
2020-07-20T03:37:13.020Z,38.0463333,-118.754,2.64,1.43,md,22,96,0.07,nc,nc73428476,"29km SE of Bodie, CA",0.44,20
2020-07-20T03:34:51.126Z,38.1498,-117.9688,10.3,0.7,ml,17,124.74,0.1414,nn,nn00761515,"29 km SSE of Mina, Nevada",,6
2020-07-20T03:33:27.790Z,38.7876663,-122.7685013,0.68,1.06,md,20,81,0.06,nc,nc73428471,"2km NW of The Geysers, CA",0.23,4
2020-07-20T03:30:51.450Z,36.29983333,-98.18683333,6.96,1.06,ml,32,90,0.16,ok,ok2020odnb,"5 km N of Ames, Oklahoma",,9
2020-07-20T03:28:02.340Z,40.7345,-112.0625,10.73,0.29,md,12,92,0.1,uu,uu60402667,"4 km NE of Magna, Utah",0.45,4
2020-07-20T03:26:26.180Z,35.687,-117.5,10.33,1.15,ml,13,143,0.16,ci,ci38598738,"12km SW of Searles Valley, CA",0.47,14
2020-07-20T03:25:39.650Z,51.7251667,-177.1041667,9.84,1.18,ml,18,202,0.18,av,av62200966,"36 km WSW of Adak, Alaska",0.49,22
2020-07-20T03:17:43.670Z,35.9458333,-117.6658333,3.07,0.79,ml,12,92,0.14,ci,ci38598730,"22km E of Little Lake, CA",0.35,8
2020-07-20T03:16:29.730Z,38.1742,-117.8005,11.2,0.6,ml,11,94.8,0.07,nn,nn00761512,"36 km SE of Mina, Nevada",,
2020-07-20T03:08:02.354Z,-54.9511,-29.1365,10,5.2,mb,,66,0.73,us,us7000arf1,South Sandwich Islands region,9.9,65
2020-07-20T03:07:40.230Z,38.2038,-117.8883,3.9,1.1,ml,16,111.92,0.12,nn,nn00761510,"28 km SE of Mina, Nevada",,
2020-07-20T03:05:30.900Z,38.046,-118.7333333,0.84,1.69,md,28,91,0.06,nc,nc73428461,"30km SE of Bodie, CA",0.4,24
2020-07-20T03:02:11.090Z,36.5628333,-89.9995,4.87,1.66,md,11,169,0.12,nm,nm60110233,"3 km WNW of Malden, Missouri",0.33,8
2020-07-20T03:00:55.603Z,-29.5668,-72.3323,29.91,4.1,mb,,195,0.84,us,us7000arew,"105 km WNW of Coquimbo, Chile",8.4,1
2020-07-20T03:00:31.400Z,33.4833333,-116.4686667,2.44,0.85,ml,28,51,0.19,ci,ci38598722,"21km ESE of Anza, CA",0.26,22
2020-07-20T02:56:39.810Z,36.8866667,-121.6243333,8.11,1.31,md,27,58,0.09,nc,nc73428456,"2km E of Aromas, CA",0.25,20
2020-07-20T02:56:13.750Z,46.91516667,-121.984,7.22,-0.19,md,5,281,0.14,uw,uw61660706,"17 km NNE of Ashford, Washington",2.36,4
2020-07-20T02:54:15.940Z,33.5083333,-116.7815,7.57,0.48,ml,16,74,0.17,ci,ci38598714,"11km NE of Aguanga, CA",0.34,12
2020-07-20T02:52:33.210Z,46.88183333,-121.9636667,9.95,0.56,ml,14,135,0.16,uw,uw61660701,"14 km NNE of Ashford, Washington",0.42,6
2020-07-20T02:45:42.110Z,38.1115,-117.8912,4.8,1.3,ml,13,100.83,0.21,nn,nn00761504,"36 km SSE of Mina, Nevada",,
2020-07-20T02:43:32.310Z,17.969,-66.9903,5,3.19,md,23,183,0.12,pr,pr2020202001,Puerto Rico region,0.38,23
2020-07-20T02:42:25.860Z,35.7691667,-117.5786667,8.2,0.96,ml,9,150,0.18,ci,ci38598706,"16km W of Searles Valley, CA",0.59,8
2020-07-20T02:41:32.580Z,39.4098333,-110.3091667,-1.53,1.53,ml,8,198,0.08,uu,uu60402662,"17 km SSE of Sunnyside, Utah",0.55,3
2020-07-20T02:38:39.470Z,36.4968333,-121.0408333,7.34,1.54,md,21,82,0.12,nc,nc73428446,"10km ESE of Pinnacles, CA",0.23,23
2020-07-20T02:36:19.950Z,33.514,-116.7613333,10.91,0.25,ml,14,78,0.24,ci,ci38598698,"9km WSW of Anza, CA",0.59,4
2020-07-20T02:34:58.646Z,64.234,-147.4639,21.5,1.7,ml,,,0.93,ak,ak0209a3ydtl,"42 km SW of Salcha, Alaska",,
2020-07-20T02:34:28.580Z,33.4996667,-116.7898333,5.95,0.95,ml,43,42,0.2,ci,ci38598690,"9km NE of Aguanga, CA",0.2,23
2020-07-20T02:33:54.510Z,37.9433,-118.0582,10.2,1.1,ml,8,228.98,0.15,nn,nn00761501,"30 km N of Dyer, Nevada",,
2020-07-20T02:31:25.530Z,34.0638333,-116.9061667,26.79,0.82,ml,19,128,0.19,ci,ci38598682,"13km ENE of Yucaipa, CA",0.54,11
2020-07-20T02:28:33.230Z,39.4103333,-110.3061667,-1.52,1.58,md,8,198,0.08,uu,uu60402657,"17 km SSE of Sunnyside, Utah",0.86,8
2020-07-20T02:22:54.490Z,17.9511,-66.8093,12,3.09,md,23,187,0.14,pr,pr2020202000,"4 km SSE of Indios, Puerto Rico",0.47,21
2020-07-20T02:15:59.070Z,38.786335,-122.7333298,2.16,0.61,md,8,109,0.01,nc,nc73428436,"2km ENE of The Geysers, CA",0.36,2
2020-07-20T02:08:10.950Z,35.8631667,-117.6726667,8.26,1.29,ml,20,105,0.12,ci,ci38598674,"23km ESE of Little Lake, CA",0.29,19
2020-07-20T02:06:10.240Z,36.7695,-121.3953333,6.44,1.4,md,22,93,0.1,nc,nc73428426,"6km SSW of Ridgemark, CA",0.27,17
2020-07-20T02:04:45.230Z,39.4138333,-110.3088333,-1.01,1.5,md,7,197,0.07,uu,uu60402652,"16 km SSE of Sunnyside, Utah",1.03,7
2020-07-20T02:04:01.088Z,38.1776,-117.8592,4.8,1.8,ml,24,48.79,0.1514,nn,nn00761499,"32 km SE of Mina, Nevada",,11
2020-07-20T02:03:36.640Z,35.8875,-117.7336667,6.38,1.27,ml,19,75,0.13,ci,ci38598666,"16km ESE of Little Lake, CA",0.23,19
2020-07-20T02:02:55.580Z,38.7893333,-122.7676697,1.38,0.56,md,11,93,0.02,nc,nc73428416,"2km NW of The Geysers, CA",0.27,1
2020-07-20T02:02:43.460Z,40.6288333,-122.1398333,14.51,1.42,md,7,108,0.12,nc,nc73428421,"8km E of Bella Vista, CA",0.43,12
2020-07-20T02:00:51.680Z,35.8891667,-117.7356667,6.28,1.6,ml,21,74,0.12,ci,ci38598658,"16km ESE of Little Lake, CA",0.21,24
2020-07-20T01:59:41.969Z,43.6602,99.8582,10,4.9,mb,,35,0.7,us,us7000arej,"216 km WSW of Hovd, Mongolia",8.7,151
2020-07-20T01:58:17.490Z,38.1143333,-122.4255,9.62,1.14,md,22,59,0.08,nc,nc73428406,"8km E of Black Point-Green Point, CA",0.25,15
2020-07-20T01:50:12.208Z,-8.3208,-79.8636,36.86,5.1,mww,,95,1.48,us,us7000aref,"79 km WSW of Santiago de Cao, Peru",9,16
2020-07-20T01:43:56.150Z,44.6166667,-112.0841667,11.76,1.86,ml,27,105,0.23,mb,mb80451254,"29 km NNE of Spencer, Idaho",0.54,17
2020-07-20T01:42:47.704Z,61.0685,-148.3959,19.9,1.5,ml,,,0.83,ak,ak0209a3en2j,"36 km NNE of Whittier, Alaska",,
2020-07-20T01:31:10.470Z,33.2265,-116.7325,11.56,1.4,ml,43,42,0.19,ci,ci38598650,"3km ESE of Lake Henshaw, CA",0.25,26
2020-07-20T01:24:29.130Z,38.1855,-117.9517,4.6,0.5,ml,9,94.76,0.02,nn,nn00761494,"26 km SSE of Mina, Nevada",,
2020-07-20T01:19:22.830Z,38.1687,-117.8788,12.8,0.8,ml,10,99.15,0.03,nn,nn00761493,"31 km SE of Mina, Nevada",,
2020-07-20T01:13:18.000Z,37.6506667,-118.8875,2.18,0.22,md,8,129,0.02,nc,nc73428401,"8km E of Mammoth Lakes, CA",0.71,7
2020-07-20T01:13:00.340Z,36.94333333,-97.68066667,6.58,1.46,ml,65,84,0.39,ok,ok2020odin,"2 km NW of Renfrow, Oklahoma",,25
2020-07-20T01:08:57.960Z,37.1188333,-121.5183333,3.98,0.96,md,20,86,0.09,nc,nc73428396,"9km ENE of San Martin, CA",0.37,15
2020-07-20T01:04:21.580Z,44.3846,-115.3517,10,3,ml,,118,0.96,us,us7000are1,"37 km WNW of Stanley, Idaho",3.1,96
2020-07-20T01:00:51.570Z,40.7231667,-112.0651667,8.43,0.94,ml,21,41,0.1,uu,uu60402637,"3 km ENE of Magna, Utah",0.27,3
2020-07-20T00:56:22.360Z,37.6606667,-118.8898333,1.92,0.26,md,9,140,0.03,nc,nc73428391,"8km ENE of Mammoth Lakes, CA",0.83,8
2020-07-20T00:48:43.940Z,37.0328,-104.9643,7.84,2.8,mb_lg,,64,0.68,us,us7000ascn,"14 km SSE of Stonewall Gap, Colorado",1.2,40
2020-07-20T00:48:13.656Z,61.3638,-147.6298,19.8,1.6,ml,,,0.64,ak,ak0209a2uf6f,"49 km S of Glacier View, Alaska",,
2020-07-20T00:41:18.020Z,38.7803345,-122.7433319,-0.03,0.44,md,8,88,0.01,nc,nc73428381,"1km ENE of The Geysers, CA",0.26,2
2020-07-20T00:35:18.740Z,41.9263333,-112.452,0.6,0.33,md,7,109,0.18,uu,uu60402627,"14 km N of Howell, Utah",0.67,7
2020-07-20T00:33:13.670Z,35.9325,-117.8238333,10.1,0.75,ml,7,117,0.25,ci,ci38598602,"8km E of Little Lake, CA",1.31,9
2020-07-20T00:26:47.412Z,58.341,-133.4948,1.36,2.7,ml,,58,0.7,us,us7000are2,"54 km E of Juneau, Alaska",1.6,40
2020-07-20T00:21:22.625Z,62.9351,-151.3742,0,1.3,ml,,,0.84,ak,ak0209a2onjc,"57 km NNW of Petersville, Alaska",,
2020-07-20T00:13:41.840Z,38.2123,-117.7882,3.4,1.4,ml,15,79.59,0.08,nn,nn00761489,"34 km SE of Mina, Nevada",,
2020-07-20T00:09:56.640Z,35.8741667,-117.6886667,3.71,0.92,ml,11,147,0.05,ci,ci38598594,"21km ESE of Little Lake, CA",0.22,12
2020-07-20T00:05:39.320Z,38.0872,-118.174,0.8,1.6,ml,13,128.13,0.11,nn,nn00761485,"34 km S of Mina, Nevada",,
2020-07-19T23:57:37.146Z,-18.6767,-177.7313,617.58,4.3,mb,,96,0.91,us,us7000ardc,Fiji region,13.4,147
2020-07-19T23:50:47.850Z,44.5346667,-115.2195,5.03,2.06,ml,10,81,0.19,mb,mb80451234,"41 km NNW of Stanley, Idaho",0.52,9
2020-07-19T23:48:43.537Z,-3.4191,100.1242,10,4.5,mb,,101,0.8,us,us7000arda,"206 km SW of Sungai Penuh, Indonesia",8.8,31
2020-07-19T23:46:23.080Z,53.8613333,-166.756,7.31,0.08,ml,5,104,0.1,av,av62200871,"14 km WSW of Dutch Harbor, Alaska",0.35,6
2020-07-19T23:41:41.450Z,35.0295,-117.6735,0.32,1.37,ml,16,61,0.3,ci,ci38598586,"4km NNW of Boron, CA",0.82,16
2020-07-19T23:37:00.770Z,33.5071667,-116.7621667,2.48,0.21,ml,7,204,0.17,ci,ci38598578,"10km WSW of Anza, CA",0.76,4
2020-07-19T23:36:38.891Z,30.4045,94.7932,10,4.9,mb,,62,0.59,us,us7000ard3,"242 km WSW of Qamdo, China",8.9,192
2020-07-19T23:36:14.551Z,64.065,-22.1655,10,4.5,mb,,100,0.65,us,us7000ard2,"8 km WSW of ÃƒÂlftanes, Iceland",5,251
2020-07-19T23:34:16.410Z,35.6763333,-117.5118333,0.22,0.93,ml,12,139,0.17,ci,ci38598570,"14km SW of Searles Valley, CA",0.4,10
2020-07-19T23:33:50.354Z,58.3042,-133.4841,10,3,ml,,72,0.86,us,us7000ard0,"54 km E of Juneau, Alaska",2.1,46
2020-07-19T23:31:30.390Z,37.4566667,-118.8106667,-0.02,1.06,md,14,138,0.07,nc,nc73428376,"16km SW of Toms Place, CA",0.35,12
2020-07-19T23:12:31.100Z,37.653,-118.872,4.14,0.81,md,17,88,0.05,nc,nc73428371,"10km E of Mammoth Lakes, CA",0.39,15
2020-07-19T23:10:08.960Z,19.24016762,-155.4089966,31.39999962,2.3,ml,49,108,0.119999997,hv,hv72051287,"8 km ENE of PÃƒâ€žÃ‚Âhala, Hawaii",0.49,15
2020-07-19T23:07:22.210Z,38.8356667,-122.7906647,1.95,0.62,md,12,81,0.02,nc,nc73428361,"6km WNW of Cobb, CA",0.32,2
2020-07-19T23:06:59.390Z,38.8258324,-122.8586655,2.31,1.08,md,23,68,0.03,nc,nc73428356,"10km WNW of The Geysers, CA",0.21,4
2020-07-19T23:06:47.330Z,37.6481667,-118.8725,2.99,0.47,md,16,82,0.05,nc,nc73428366,"10km E of Mammoth Lakes, CA",0.35,12
2020-07-19T23:02:30.440Z,36.3565,-98.14683333,6.52,1.8,ml,48,66,0.18,ok,ok2020odef,"4 km SE of Meno, Oklahoma",,5
2020-07-19T22:44:12.740Z,38.6278333,-112.5486667,-0.11,0.66,md,8,136,0.2,uu,uu60402617,"21 km SSW of Kanosh, Utah",1.07,6
2020-07-19T22:43:19.670Z,36.35116667,-97.37633333,6.65,1.16,ml,40,95,0.21,ok,ok2020oddp,"10 km NW of Perry, Oklahoma",,4
