latitude,longitude,depth,mag,magType,gap,rms,net,id,place
38.53,-122.6143333,2.37,1.23,md,100,0.07,nc,nc73428666,"6km SSW of Calistoga, CA"
38.8468333,-122.8238333,1.09,0.15,md,75,0.03,nc,nc73428661,"9km WNW of Cobb, CA"
38.788,-122.7698333,1.57,0.11,md,84,0.02,nc,nc73428656,"2km NW of The Geysers, CA"
6.7019,126.8469,72.43,4.7,mb,129,0.76,us,us7000arr4,"58 km SE of Lukatan, Philippines"
35.7576667,-117.574,1.23,1.37,ml,83,0.14,ci,ci38599426,"15km W of Searles Valley, CA"
44.3008333,-115.0083333,5.09,2.33,ml,79,0.16,mb,mb80451399,"10 km NNW of Stanley, Idaho"
35.8756667,-117.691,9.15,0.78,ml,172,0.07,ci,ci38599402,"21km ESE of Little Lake, CA"
37.9198333,-121.9606667,-0.2,0.76,md,117,0.02,nc,nc73428636,"3km SW of Clayton, CA"
38.1673,-117.8818,10.8,1.2,ml,69.49,0.19,nn,nn00761684,"31 km SE of Mina, Nevada"
38.0403,-118.0802,0.9,0.5,ml,196.9,0.05,nn,nn00761682,"38 km S of Mina, Nevada"
36.4476667,-117.9718333,7.08,0.78,ml,77,0.17,ci,ci38599378,"18km SSE of Lone Pine, CA"
37.8988,-118.121,1.5,0.9,ml,194.79,0.16,nn,nn00761678,"26 km N of Dyer, Nevada"
31.6677,-104.4149,5,3.2,ml,61,0.28,us,us7000arnr,"56 km S of Whites City, New Mexico"
38.1882,-117.8687,7,1.5,ml,75.28,0.17,nn,nn00761676,"30 km SE of Mina, Nevada"
-33.6137,-177.8645,10,4.9,mb,85,0.66,us,us7000arnq,south of the Kermadec Islands
39.4696667,-122.178,18.21,1.77,md,84,0.15,nc,nc73428631,"6km SSE of Willows, CA"
61.9583,-150.5008,51.5,2.2,ml,,0.53,ak,ak0209ac70a4,"33 km NW of Willow, Alaska"
37.4378333,-118.7393333,11.88,0.81,md,140,0.03,nc,nc73428626,"13km WNW of Round Valley, CA"
35.8035,-95.02883333,6.75,2.05,ml,75,0.34,ok,ok2020oelw,"3 km SE of Zeb, Oklahoma"
33.0595,-116.0133333,9.03,1.64,ml,41,0.27,ci,ci38599298,"14km SE of Ocotillo Wells, CA"
39.412,-110.3133333,-1.11,1.64,md,196,0.08,uu,uu60402697,"16 km SSE of Sunnyside, Utah"
64.6186,-149.2703,13.3,1.3,ml,,0.54,ak,ak0209abtawb,"7 km WNW of Four Mile Road, Alaska"
64.5725,-147.994,24.4,0.8,ml,,0.62,ak,ak0209abt2ug,"28 km SSW of South Van Horn, Alaska"
35.8441667,-117.6945,7.71,1.05,ml,58,0.21,ci,ci38599250,"22km ESE of Little Lake, CA"
33.5963333,-116.8045,6.75,0.52,ml,57,0.2,ci,ci38599234,"13km WNW of Anza, CA"
44.4108,-115.153,10,2.5,ml,73,0.81,us,us7000arrq,"27 km NW of Stanley, Idaho"
38.0471667,-118.7516667,3.21,2.37,md,92,0.05,nc,nc73428621,"29km SE of Bodie, CA"
39.4106667,-110.3035,-1.79,1.48,ml,199,0.1,uu,uu60402692,"17 km SSE of Sunnyside, Utah"
38.1477,-118.1618,2.4,0.8,ml,180.98,0.03,nn,nn00761668,"27 km S of Mina, Nevada"
62.3947,-150.6885,57.3,1.6,ml,,0.53,ak,ak0209abl4rv,"12 km SSE of Petersville, Alaska"
38.1522,-118.0448,2.3,1,ml,149.46,0.1,nn,nn00761664,"27 km SSE of Mina, Nevada"
37.8927,-118.105,1.7,0.6,ml,192.48,0.17,nn,nn00761662,"25 km N of Dyer, Nevada"
61.507,-146.6051,27.3,1.5,ml,,0.74,ak,ak0209abjktu,"44 km NNW of Valdez, Alaska"
19.4734993,-155.6088409,-0.800000012,1.96,ml,182,0.280000001,hv,hv72052532,"26 km E of Honaunau-Napoopoo, Hawaii"
38.8343333,-122.807,2.52,1.48,md,135,0.01,nc,nc73428616,"7km W of Cobb, CA"
38.111,-117.7817,14.2,0.7,ml,81.26,0.11,nn,nn00761659,"41 km NNW of Silver Peak, Nevada"
35.7096667,-117.5013333,0.77,1.13,ml,102,0.13,ci,ci38599162,"11km SW of Searles Valley, CA"
67.9935,-144.7828,1,1.6,ml,,0.71,ak,ak0209ab68yv,"34 km ESE of Arctic Village, Alaska"
38.1668,-117.963,5.4,0.7,ml,113.47,0.04,nn,nn00761658,Nevada
38.189,-117.9002,8.7,0.3,ml,108.24,0.04,nn,nn00761656,"28 km SE of Mina, Nevada"
37.1233,-115.3258,0,1.2,ml,145.17,0.201,nn,nn00761654,Nevada
38.1335,-118.0157,3.4,0.7,ml,147.2,0.07,nn,nn00761652,"29 km SSE of Mina, Nevada"
40.0908333,-122.0901667,26.75,2.15,md,72,0.24,nc,nc73428606,"6km NE of Gerber, CA"
64.8113,-149.1822,20,1.2,ml,,0.47,ak,ak0209aaz94u,"23 km N of Four Mile Road, Alaska"
19.2171669,-155.3846741,32.54999924,2.00999999,md,162,0.119999997,hv,hv72052472,"10 km E of PÃ„Âhala, Hawaii"
55.9759,-149.2066,8.27,2.9,ml,253,0.34,us,us7000arm4,"261 km SE of Chiniak, Alaska"
61.0287,-148.3367,0,2,ml,,1.28,ak,ak0209aawn4f,"34 km NE of Whittier, Alaska"
38.1527,-118.0049,3.3,1.6,ml,60.69,0.1311,nn,nn00761648,"27 km SSE of Mina, Nevada"
38.1655,-117.951,8.5,1.1,ml,105.57,0.03,nn,nn00761647,"28 km SSE of Mina, Nevada"
61.0631,-151.419,68.3,1.9,ml,,0.54,ak,ak0209aajm1q,"15 km W of Tyonek, Alaska"
62.1807,-153.9342,0,1.4,ml,,0.55,ak,ak0209aafi8j,"95 km SSE of Nikolai, Alaska"
38.1302,-118.1472,1.9,1,ml,177.36,0.04,nn,nn00761646,"29 km S of Mina, Nevada"
69.1713,-144.4255,0,1.8,ml,,1.1,ak,ak0209aadtip,"111 km SSW of Kaktovik, Alaska"
38.1792,-117.9275,5.4,0.7,ml,117.89,0.06,nn,nn00761644,"28 km SE of Mina, Nevada"
62.1833,-151.3603,87.8,2,ml,,0.33,ak,ak0209aaazi4,"21 km N of Skwentna, Alaska"
34.6308333,-90.5533333,16.2,2.25,md,70,0.23,nm,nm60321716,"11 km NNE of Helena, Arkansas"
38.2233,-117.7847,4.6,0.8,ml,125.77,0.01,nn,nn00761643,"33 km ESE of Mina, Nevada"
64.6274,-148.0281,18,1,ml,,0.54,ak,ak0209a9xy4s,"23 km SSW of South Van Horn, Alaska"
38.142,-117.981,7.5,1.2,ml,106.24,0.14,nn,nn00761640,"29 km SSE of Mina, Nevada"
38.1872,-117.7427,13.7,1.2,ml,122.87,0.09,nn,nn00761638,"39 km SE of Mina, Nevada"
35.874,-117.7003333,10.1,0.55,ml,89,0.17,ci,ci38599042,"20km ESE of Little Lake, CA"
62.8445,-150.2825,72.5,1.2,ml,,0.5,ak,ak0209a9wmc3,"45 km NNW of Chase, Alaska"
19.23966599,-155.3995056,33.52000046,2.1400001,md,76,0.129999995,hv,hv72052352,"9 km ENE of PÃ„Âhala, Hawaii"
63.0506,-148.6827,9,1.2,ml,,0.74,ak,ak0209a9w2i0,"40 km SSE of Cantwell, Alaska"
38.146,-117.976,6.9,1.1,ml,105.46,0.1,nn,nn00761636,"29 km SSE of Mina, Nevada"
35.9048333,-117.4241667,1.66,1.1,ml,100,0.13,ci,ci38599018,"15km N of Searles Valley, CA"
36.098,-117.865,4.12,0.64,ml,189,0.04,ci,ci38599010,"10km NE of Coso Junction, CA"
34.12,-117.4736667,7.37,1.46,ml,27,0.2,ci,ci38599002,"3km NNW of Fontana, CA"
63.4354,-151.1333,6.1,1.5,ml,,0.46,ak,ak0209a9qnoo,"31 km ESE of Denali National Park, Alaska"
35.7318333,-117.476,0.25,0.59,ml,184,0.13,ci,ci38598994,"8km WSW of Searles Valley, CA"
38.1613,-117.8775,6.4,1.9,ml,65.61,0.1267,nn,nn00761629,"32 km SE of Mina, Nevada"
38.1967,-117.9237,4.8,0.1,ml,120.12,0.01,nn,nn00761628,"26 km SE of Mina, Nevada"
38.188,-117.8473,12.7,0.7,ml,104.75,0.01,nn,nn00761626,"32 km SE of Mina, Nevada"
-19.0923,169.1384,157.68,4.7,mb,31,0.79,us,us7000arj5,"51 km NNW of Isangel, Vanuatu"
34.4548333,-119.3086667,3.11,1.4,ml,92,0.31,ci,ci38598986,"6km W of Ojai, CA"
38.0393,-118.7485,5.5,1,ml,121.81,0.1,nn,nn00761625,California-Nevada border region
38.168,-117.9007,17.4,0.6,ml,99.62,0.16,nn,nn00761624,"30 km SE of Mina, Nevada"
67.5012,-143.763,4.1,3.3,ml,,0.72,ak,ak0209a9at7i,northern Alaska
54.1401667,-165.9493333,3.07,-0.36,ml,179,0.24,av,av62201181,"11 km W of Akutan, Alaska"
38.1803,-117.9065,9,0.9,ml,109.69,0.09,nn,nn00761622,"29 km SE of Mina, Nevada"
-12.8791,166.7707,113.58,4.6,mb,57,0.89,us,us7000ariv,"139 km NW of Sola, Vanuatu"
38.184,-117.8087,5.8,1.1,ml,63.24,0.09,nn,nn00761619,"34 km SE of Mina, Nevada"
38.1507,-117.9825,7.4,1.1,ml,99.43,0.09,nn,nn00761616,Nevada
59.8133,-136.7405,0,1.8,ml,,1.18,ak,ak0209a95edt,"48 km NW of Mosquito Lake, Alaska"
38.2172,-117.8073,0.8,0.5,ml,107.34,0.07,nn,nn00761613,"32 km SE of Mina, Nevada"
33.4845,-116.5825,10.43,0.71,ml,75,0.16,ci,ci38598978,"12km SE of Anza, CA"
19.17516708,-155.4588318,31.87999916,1.87,md,125,0.109999999,hv,hv72052237,"3 km SE of PÃ„Âhala, Hawaii"
44.3235,-115.1018333,8.6,2.34,ml,79,0.39,mb,mb80451329,"17 km NW of Stanley, Idaho"
35.7183333,-117.5446667,8.7,0.57,ml,164,0.11,ci,ci38598970,"14km WSW of Searles Valley, CA"
36.05,-120.6395,4.57,0.28,md,262,0.07,nc,nc73428596,"24km E of San Ardo, CA"
33.4256667,-116.434,14.67,0.52,ml,179,0.2,ci,ci38598962,"20km NNW of Borrego Springs, CA"
38.1425,-117.8803,11.7,1.5,ml,60.59,0.11,nn,nn00761610,"34 km SE of Mina, Nevada"
38.142,-118.0825,0.5,0.8,ml,190.36,0.15,nn,nn00761609,"27 km S of Mina, Nevada"
38.9868333,-123.3335,2.91,0.7,md,123,0.06,nc,nc73428591,"4km SE of Boonville, CA"
38.1235,-118.024,8.3,0.7,ml,158.13,0.21,nn,nn00761607,"30 km SSE of Mina, Nevada"
63.0807,-150.3823,30.2,1.6,ml,,1.19,ak,ak0209a8m3sc,"68 km NNE of Petersville, Alaska"
35.1005,-96.32266667,6,1.9,ml,106,0.24,ok,ok2020oeaj,"6 km SSE of Yeager, Oklahoma"
35.8543333,-117.667,8.16,0.69,ml,168,0.14,ci,ci38598954,"23km ESE of Little Lake, CA"
35.9428333,-117.6655,3.1,0.86,ml,99,0.09,ci,ci38598946,"22km E of Little Lake, CA"
37.3263333,-122.2178333,8.39,0.32,md,130,0.07,nc,nc73428581,"7km SSE of Portola Valley, CA"
38.1365,-117.8927,9.3,0.6,ml,83.46,0.08,nn,nn00761605,"33 km SE of Mina, Nevada"
19.36833382,-155.1926727,1.679999948,1.85,ml,105,0.200000003,hv,hv72052177,"9 km SSE of Volcano, Hawaii"
38.1633,-118.0028,0.1,0.7,ml,163.44,0.19,nn,nn00761603,"26 km SSE of Mina, Nevada"
35.7935,-117.6215,5.95,0.68,ml,120,0.14,ci,ci38598938,"20km NNE of Ridgecrest, CA"
38.0506667,-118.7621667,4.14,1.36,md,191,0.03,nc,nc73428576,"28km SE of Bodie, CA"
38.0408,-118.7525,5.2,0.8,ml,165.73,0.11,nn,nn00761599,California-Nevada border region
43.709,-110.2028333,9.03,2.22,ml,128,0.32,mb,mb80451299,"35 km ENE of Kelly, Wyoming"
38.0436667,-118.7518333,4.81,2.98,md,75,0.07,nc,nc73428571,"29km SE of Bodie, CA"
-15.0963,-175.2256,48.44,4.5,mb,129,0.73,us,us7000arhr,"180 km WNW of Hihifo, Tonga"
38.2373,-117.7578,8.1,0.7,ml,135.29,0.09,nn,nn00761594,Nevada
38.1737,-117.8267,5.2,1,ml,149.98,0.16,nn,nn00761592,"34 km SE of Mina, Nevada"
33.5005,-116.7935,5.97,0.24,ml,108,0.14,ci,ci38598906,"9km NE of Aguanga, CA"
38.0473333,-118.7353333,4.19,1.66,md,91,0.07,nc,nc73428566,"30km SE of Bodie, CA"
38.802166,-122.7808304,3.51,0.77,md,64,0.02,nc,nc73428561,"4km NW of The Geysers, CA"
-15.2422,-174.5475,34.98,4.9,mb,120,1.08,us,us7000arhi,"112 km NW of Hihifo, Tonga"
38.1175,-118.087,6.4,1.3,ml,148.07,0.14,nn,nn00761587,"30 km S of Mina, Nevada"
66.2913,-157.2073,1.2,1.3,ml,,0.47,ak,ak0209a7xoxh,"66 km S of Shungnak, Alaska"
38.6071667,-112.5808333,0.82,0.57,md,181,0.13,uu,uu60402677,"24 km SSW of Kanosh, Utah"
44.3675,-115.1395,10,2.5,ml,61,0.97,us,us7000arha,"23 km NW of Stanley, Idaho"
39.3519,-117.3848,8,1.3,ml,113.98,0.1838,nn,nn00761585,"31 km WSW of Austin, Nevada"
33.6640015,-116.768837,15.04,1.27,ml,120,0.09,ci,ci38598898,"10km SSW of Idyllwild, CA"
19.33383333,-155.1928333,5.68,2.47,ml,82,0.11,hv,hv72052107,"12 km SSE of Volcano, Hawaii"
19.45999908,-155.3580017,8.949999809,2.32,ml,118,0.389999986,hv,hv72052112,"13 km W of Volcano, Hawaii"
38.7615,-119.6271,10.7,1.8,ml,63.01,0.1495,nn,nn00761581,California-Nevada border region
35.6515,-117.5383333,1.71,0.77,ml,141,0.18,ci,ci38598890,"13km ENE of Ridgecrest, CA"
19.40749931,-155.2926636,1.5,2.3900001,md,77,0.180000007,hv,hv72052097,"7 km WSW of Volcano, Hawaii"
34.0548333,-117.2346667,13.74,0.87,ml,69,0.18,ci,ci38598874,"3km ENE of Loma Linda, CA"
38.1258,-118.1515,0.9,0.9,ml,185.42,0.06,nn,nn00761578,"29 km S of Mina, Nevada"
37.2771667,-121.6551667,1.7,0.93,md,98,0.08,nc,nc73428551,"16km E of Seven Trees, CA"
38.157,-117.9697,9.9,0.9,ml,122.1,0.03,nn,nn00761576,"28 km SSE of Mina, Nevada"
38.1013,-118.3241,6.4,2.4,ml,63.04,0.1677,nn,nn00761572,"34 km NNE of Benton, California"
37.638,-119.0525,0.04,0.35,md,110,0.02,nc,nc73428541,"6km W of Mammoth Lakes, CA"
36.2621,69.5277,177.89,4.1,mb,64,0.75,us,us7000argx,"41 km ENE of NahrÃ„Â«n, Afghanistan"
36.507,-89.5503333,5.91,2.12,md,39,0.07,nm,nm60321711,southeastern Missouri
34.4543333,-119.3058333,3.29,1.73,ml,53,0.34,ci,ci38598866,"6km W of Ojai, CA"
34.0383333,-117.1183333,9.05,0.99,ml,65,0.17,ci,ci38598858,"4km SSE of Mentone, CA"
35.6493333,-117.5368333,10.03,0.99,ml,141,0.18,ci,ci38598850,"13km ENE of Ridgecrest, CA"
38.8416667,-122.839,1.87,0.01,md,89,0.02,nc,nc73428536,"10km NW of The Geysers, CA"
38.1505,-118.0177,0,1,ml,143.51,0.09,nn,nn00761570,California-Nevada border region
62.4571,-152.1457,16.5,1.5,ml,,0.78,ak,ak0209a6wfzu,Central Alaska
33.2158333,-116.7438333,11.04,0.19,ml,78,0.23,ci,ci38598834,"3km SSE of Lake Henshaw, CA"
36.37966667,-96.93933333,6.13,0.56,ml,83,0.2,ok,ok2020oduv,"11 km NE of Morrison, Oklahoma"
38.1762,-117.9192,3.7,1,ml,92.52,0.12,nn,nn00761568,"28 km SE of Mina, Nevada"
38.8233337,-122.8461685,2.1,0.57,md,160,0.02,nc,nc73428531,"9km WNW of The Geysers, CA"
60.7876,-151.4422,68.8,3.8,ml,,0.96,ak,ak0209a6ryje,"Kenai Peninsula, Alaska"
19.41500092,-155.2746735,1.070000052,2.03999996,md,43,0.07,hv,hv72051932,"5 km SW of Volcano, Hawaii"
35.9803333,-117.9118333,1.03,0.57,ml,146,0.15,ci,ci38598826,"5km N of Little Lake, CA"
66.2961,-157.2279,0,1.3,ml,,0.55,ak,ak0209a6rfs0,"66 km S of Shungnak, Alaska"
38.164,-117.9963,0,1,ml,106.14,0.05,nn,nn00761566,"26 km SSE of Mina, Nevada"
61.4174,-152.2333,0,1.2,ml,,0.71,ak,ak0209a6gzne,"68 km WNW of Beluga, Alaska"
38.2315,-117.7225,2.8,1.2,ml,122.46,0.13,nn,nn00761563,"38 km ESE of Mina, Nevada"
38.2175,-117.7733,0.2,1.5,ml,68.79,0.1,nn,nn00761559,"35 km ESE of Mina, Nevada"
38.1973,-117.8753,8.3,0.7,ml,125.97,0.03,nn,nn00761558,"29 km SE of Mina, Nevada"
53.865,-166.745,8.18,0.52,ml,97,0.12,av,av62201081,"13 km WSW of Dutch Harbor, Alaska"
40.5688333,-121.6058333,1.46,0.85,md,117,0.05,nc,nc73428526,"8km NE of Viola, CA"
19.21699905,-155.4081726,32.72999954,2.35,ml,145,0.119999997,hv,hv72051872,"7 km ENE of PÃ„Âhala, Hawaii"
44.499,-115.2265,11.69,2.53,ml,82,0.24,mb,mb80451269,"38 km NW of Stanley, Idaho"
53.86,-166.7453333,7.6,1.33,ml,96,0.11,av,av62201076,"13 km WSW of Dutch Harbor, Alaska"
35.987,-120.546,4.32,-0.12,md,90,0.04,nc,nc73428516,"14km NW of Parkfield, CA"
36.5728333,-89.3796667,8.91,1.99,md,89,0.12,nm,nm60110223,"13 km E of New Madrid, Missouri"
36.365,-97.38266667,5.59,1.15,ml,97,0.27,ok,ok2020odsr,"11 km NNE of Lucien, Oklahoma"
38.134,-117.8888,10.5,1,ml,91.62,0.11,nn,nn00761554,"34 km SE of Mina, Nevada"
38.1843,-117.8905,8,0.6,ml,111.67,0.06,nn,nn00761552,"29 km SE of Mina, Nevada"
36.35866667,-97.36466667,7.3,1.02,ml,64,0.25,ok,ok2020odsf,"10 km NW of Perry, Oklahoma"
-4.7805,134.14,21.58,4.8,mww,81,0.8,us,us7000arg9,"180 km ENE of Tual, Indonesia"
38.1647,-117.8332,11.4,0.6,ml,99.62,0.28,nn,nn00761551,"34 km SE of Mina, Nevada"
19.33416748,-155.1301727,5.099999905,1.84,ml,125,0.150000006,hv,hv72051802,"14 km S of Fern Forest, Hawaii"
64.0198,-22.3016,10,4.2,mb,145,0.8,us,us7000arxc,Iceland
33.8663333,-116.811,12.25,0.68,ml,105,0.32,ci,ci38598818,"6km SSW of Cabazon, CA"
38.1798,-117.954,3.8,0.8,ml,115.63,0.07,nn,nn00761548,"27 km SSE of Mina, Nevada"
38.0778,-118.1965,6.6,1.4,ml,71.83,0.15,nn,nn00761545,"35 km SSW of Mina, Nevada"
33.8766667,-116.1975,9.67,0.82,ml,94,0.14,ci,ci38598810,"17km N of Indio, CA"
17.9405,-66.9321,11,3.04,md,205,0.15,pr,pr2020202002,Puerto Rico region
38.1815,-117.8303,14,1.2,ml,77.23,0.09,nn,nn00761543,"33 km SE of Mina, Nevada"
24.3214,125.2,23.11,4.9,mww,94,1.04,us,us7000arg5,"54 km S of Hirara, Japan"
52.072,-176.1283333,4.93,0.2,ml,118,0.17,av,av62201041,"41 km ENE of Adak, Alaska"
52.0898333,-176.1296667,5.41,-0.03,ml,171,0.2,av,av62201036,"42 km NE of Adak, Alaska"
40.3773333,-125.1793333,25.58,2.94,ml,296,0.27,nc,nc73428511,"76km W of Petrolia, CA"
19.23883247,-155.3933258,32.83000183,2,md,157,0.140000001,hv,hv72051757,"9 km ENE of PÃ„Âhala, Hawaii"
35.6416667,-117.4098333,10.56,1.03,ml,160,0.18,ci,ci38598794,"14km SSW of Trona, CA"
33.5888333,-116.8045,6.88,0.57,ml,76,0.14,ci,ci38598786,"13km WNW of Anza, CA"
29.3999,68.7982,10,4,mb,219,0.41,us,us7000arfw,"53 km NW of Dera Bugti, Pakistan"
38.1427,-117.8757,9.8,0.8,ml,86.19,0.24,nn,nn00761539,"34 km SE of Mina, Nevada"
33.1861667,-116.3061667,9.44,1.1,ml,32,0.22,ci,ci38598770,"10km SE of Borrego Springs, CA"
33.4903333,-116.7951667,5.31,1.78,ml,31,0.23,ci,ci38598762,"8km NE of Aguanga, CA"
61.702,-151.2717,76.7,1.6,ml,,0.35,ak,ak0209a59ovw,"32 km SSE of Skwentna, Alaska"
64.5137,-147.8893,17.7,1.2,ml,,0.21,ak,ak0209a59131,"33 km S of South Van Horn, Alaska"
39.3993333,-110.2681667,-3.4,1.52,ml,211,0.25,uu,uu60402672,"19 km SSE of Sunnyside, Utah"
17.9361,-67.0011,3,1.14,md,337,0.06,pr,pr2020202003,"6 km SE of La Parguera, Puerto Rico"
59.6564,-153.0939,107.6,1.6,ml,,0.48,ak,ak0209a5431y,"58 km ESE of Pedro Bay, Alaska"
19.23033333,-155.4103394,30.35000038,1.97000003,md,152,0.289999992,hv,hv72051687,"7 km ENE of PÃ„Âhala, Hawaii"
14.7635,55.6534,10,4.7,mb,98,0.83,us,us7000arfq,Owen Fracture Zone region
38.1598,-117.8685,7.3,1.6,ml,60.3,0.12,nn,nn00761535,"33 km SE of Mina, Nevada"
-17.4447,-174.8872,256.19,4.3,mb,147,0.98,us,us7000arfn,Tonga
38.7726669,-122.7154999,1.24,1.11,md,159,0.05,nc,nc73428501,"2km W of Anderson Springs, CA"
38.1658,-117.995,0,0.9,ml,116.71,0.12,nn,nn00761533,"26 km SSE of Mina, Nevada"
38.1402,-117.9928,7.6,2.2,ml,60.92,0.0985,nn,nn00761529,"29 km SSE of Mina, Nevada"
36.4835,-121.0206667,5.52,1.08,md,101,0.08,nc,nc73428491,"12km ESE of Pinnacles, CA"
38.15,-118.0877,4.2,1.5,ml,113.37,0.08,nn,nn00761527,"26 km S of Mina, Nevada"
38.7896667,-122.7663333,1.28,1.61,md,153,0.01,nc,nc73428486,"2km NNW of The Geysers, CA"
39.576,-119.0956,7.5,1.4,ml,115.08,0.1148,nn,nn00761523,"13 km ESE of Fernley, Nevada"
66.2425,-157.0217,6.5,1.1,ml,,0.44,ak,ak0209a4mskm,"66 km NNW of Huslia, Alaska"
38.2335,-117.7247,9,1,ml,152.76,0.01,nn,nn00761522,"37 km ESE of Mina, Nevada"
19.47116661,-155.5896606,-1.690000057,1.7,ml,102,0.200000003,hv,hv72051612,"28 km E of Honaunau-Napoopoo, Hawaii"
38.1438,-117.8882,8,2,ml,56.9,0.1155,nn,nn00761519,"33 km SE of Mina, Nevada"
61.3371,-150.0773,20.1,2.4,ml,,0.79,ak,ak0209a4lmxd,"5 km WSW of Point MacKenzie, Alaska"
35.7696667,-117.5765,9.7,0.85,ml,184,0.13,ci,ci38598746,"16km W of Searles Valley, CA"
38.0463333,-118.754,2.64,1.43,md,96,0.07,nc,nc73428476,"29km SE of Bodie, CA"
38.1498,-117.9688,10.3,0.7,ml,124.74,0.1414,nn,nn00761515,"29 km SSE of Mina, Nevada"
38.7876663,-122.7685013,0.68,1.06,md,81,0.06,nc,nc73428471,"2km NW of The Geysers, CA"
36.29983333,-98.18683333,6.96,1.06,ml,90,0.16,ok,ok2020odnb,"5 km N of Ames, Oklahoma"
40.7345,-112.0625,10.73,0.29,md,92,0.1,uu,uu60402667,"4 km NE of Magna, Utah"
35.687,-117.5,10.33,1.15,ml,143,0.16,ci,ci38598738,"12km SW of Searles Valley, CA"
51.7251667,-177.1041667,9.84,1.18,ml,202,0.18,av,av62200966,"36 km WSW of Adak, Alaska"
35.9458333,-117.6658333,3.07,0.79,ml,92,0.14,ci,ci38598730,"22km E of Little Lake, CA"
38.1742,-117.8005,11.2,0.6,ml,94.8,0.07,nn,nn00761512,"36 km SE of Mina, Nevada"
-54.9511,-29.1365,10,5.2,mb,66,0.73,us,us7000arf1,South Sandwich Islands region
38.2038,-117.8883,3.9,1.1,ml,111.92,0.12,nn,nn00761510,"28 km SE of Mina, Nevada"
38.046,-118.7333333,0.84,1.69,md,91,0.06,nc,nc73428461,"30km SE of Bodie, CA"
36.5628333,-89.9995,4.87,1.66,md,169,0.12,nm,nm60110233,"3 km WNW of Malden, Missouri"
-29.5668,-72.3323,29.91,4.1,mb,195,0.84,us,us7000arew,"105 km WNW of Coquimbo, Chile"
33.4833333,-116.4686667,2.44,0.85,ml,51,0.19,ci,ci38598722,"21km ESE of Anza, CA"
36.8866667,-121.6243333,8.11,1.31,md,58,0.09,nc,nc73428456,"2km E of Aromas, CA"
46.91516667,-121.984,7.22,-0.19,md,281,0.14,uw,uw61660706,"17 km NNE of Ashford, Washington"
33.5083333,-116.7815,7.57,0.48,ml,74,0.17,ci,ci38598714,"11km NE of Aguanga, CA"
46.88183333,-121.9636667,9.95,0.56,ml,135,0.16,uw,uw61660701,"14 km NNE of Ashford, Washington"
38.1115,-117.8912,4.8,1.3,ml,100.83,0.21,nn,nn00761504,"36 km SSE of Mina, Nevada"
17.969,-66.9903,5,3.19,md,183,0.12,pr,pr2020202001,Puerto Rico region
35.7691667,-117.5786667,8.2,0.96,ml,150,0.18,ci,ci38598706,"16km W of Searles Valley, CA"
39.4098333,-110.3091667,-1.53,1.53,ml,198,0.08,uu,uu60402662,"17 km SSE of Sunnyside, Utah"
36.4968333,-121.0408333,7.34,1.54,md,82,0.12,nc,nc73428446,"10km ESE of Pinnacles, CA"
33.514,-116.7613333,10.91,0.25,ml,78,0.24,ci,ci38598698,"9km WSW of Anza, CA"
64.234,-147.4639,21.5,1.7,ml,,0.93,ak,ak0209a3ydtl,"42 km SW of Salcha, Alaska"
33.4996667,-116.7898333,5.95,0.95,ml,42,0.2,ci,ci38598690,"9km NE of Aguanga, CA"
37.9433,-118.0582,10.2,1.1,ml,228.98,0.15,nn,nn00761501,"30 km N of Dyer, Nevada"
34.0638333,-116.9061667,26.79,0.82,ml,128,0.19,ci,ci38598682,"13km ENE of Yucaipa, CA"
39.4103333,-110.3061667,-1.52,1.58,md,198,0.08,uu,uu60402657,"17 km SSE of Sunnyside, Utah"
17.9511,-66.8093,12,3.09,md,187,0.14,pr,pr2020202000,"4 km SSE of Indios, Puerto Rico"
38.786335,-122.7333298,2.16,0.61,md,109,0.01,nc,nc73428436,"2km ENE of The Geysers, CA"
35.8631667,-117.6726667,8.26,1.29,ml,105,0.12,ci,ci38598674,"23km ESE of Little Lake, CA"
36.7695,-121.3953333,6.44,1.4,md,93,0.1,nc,nc73428426,"6km SSW of Ridgemark, CA"
39.4138333,-110.3088333,-1.01,1.5,md,197,0.07,uu,uu60402652,"16 km SSE of Sunnyside, Utah"
38.1776,-117.8592,4.8,1.8,ml,48.79,0.1514,nn,nn00761499,"32 km SE of Mina, Nevada"
35.8875,-117.7336667,6.38,1.27,ml,75,0.13,ci,ci38598666,"16km ESE of Little Lake, CA"
38.7893333,-122.7676697,1.38,0.56,md,93,0.02,nc,nc73428416,"2km NW of The Geysers, CA"
40.6288333,-122.1398333,14.51,1.42,md,108,0.12,nc,nc73428421,"8km E of Bella Vista, CA"
35.8891667,-117.7356667,6.28,1.6,ml,74,0.12,ci,ci38598658,"16km ESE of Little Lake, CA"
43.6602,99.8582,10,4.9,mb,35,0.7,us,us7000arej,"216 km WSW of Hovd, Mongolia"
38.1143333,-122.4255,9.62,1.14,md,59,0.08,nc,nc73428406,"8km E of Black Point-Green Point, CA"
-8.3208,-79.8636,36.86,5.1,mww,95,1.48,us,us7000aref,"79 km WSW of Santiago de Cao, Peru"
44.6166667,-112.0841667,11.76,1.86,ml,105,0.23,mb,mb80451254,"29 km NNE of Spencer, Idaho"
61.0685,-148.3959,19.9,1.5,ml,,0.83,ak,ak0209a3en2j,"36 km NNE of Whittier, Alaska"
